type,name,namespace,threat_type,description,legitimate_package
npm,morgan,@cmmv,false_positive,"Possible scope confusion typosquat of morgan - Explanation: The package '@cmmv/morgan' lacks a description and uses a namespace that does not clearly indicate a legitimate organization or user. The absence of README data and the use of a namespace could suggest an attempt to mimic the legitimate 'morgan' package, making it potentially suspicious.",morgan
npm,card,@ajk-ui,false_positive,Possible typosquat of @chakra-ui/card,@chakra-ui/card
npm,eslint-plugin-chai,,false_positive,Possible typosquat of eslint-plugin-jest,eslint-plugin-jest
npm,prop-types-plus,@burnsred,false_positive,"Possible typosquat of react-prop-types Explanation: The package '@burnsred/prop-types-plus' shares very similar semantic components with the legitimate 'react-prop-types', specifically the 'prop-types' keyword, suggesting an intention to mimic the well-known package. The addition of a prefix and a suffix ('plus') in a namespaced package can deceive users, so it is flagged as an adversarial name. Although it uses a namespace (@burnsred) that is not directly related to the legitimate package and does not explicitly indicate a fork (no direct renaming using a username as suffix or prefix), the similarity in naming raises suspicion. Furthermore, the minimal README and generic description enhance the suspicion of deceptive intent. The package appears to offer no distinct purpose compared to 'react-prop-types', and the maintainers are not recognized as being from the original legitimate project, further contributing to the suspicion. Risk level: High).",react-prop-types
npm,eslint-config-vue,@matterlabs,false_positive,Possible typosquat of @antfu/eslint-config-vue,@antfu/eslint-config-vue
npm,utils,@domql,false_positive,"Possible scope confusion typosquat of utils - Explanation: The package '@domql/utils' lacks a description and uses a namespace that does not clearly indicate a legitimate organization or user. The lack of description and the generic nature of the name 'utils' combined with the namespace '@domql' raises suspicion of typosquatting. The maintainer 'nikoloza' is not recognized as a known maintainer in the npm community, adding to the suspicion.",utils
npm,cli,@tuanzii,false_positive,Possible scope confusion typosquat of cli - Explanation: The package '@tuanzii/cli' lacks a description and has a namespace that does not clearly indicate a legitimate organization or user. The maintainer 'yyh1998' is not recognized as a known maintainer in the npm community. The lack of README data and the generic nature of the package name 'cli' increase the suspicion of typosquatting.,cli
npm,print-cli,,false_positive,"Possible typosquat of prettycli Explanation: The package name 'print-cli' closely mimics 'prettycli' by altering 'pretty' to 'print' while retaining the common CLI suffix, which can confuse users despite a slight semantic shift. The minor name transformation qualifies it as an adversarial name. There is no indication of a username or suffix indicative of a fork, and the two packages appear to have overlapping high-level functionality (printing output to the terminal) without offering a fundamentally distinct purpose. Additionally, the maintainers do not match those of the legitimate package and the overall metadata (description and README) seems designed to closely resemble its counterpart, suggesting suspicious intent rather than a benign fork or unrelated utility. Since a README is present, no_readme is set to false, and there is no evidence of the package being relocated. Risk level: High).",prettycli
npm,fameex-dev,,false_positive,"Possible typosquat of @formkit/dev Explanation: The package name 'fameex-dev' closely mimics the legitimate '@formkit/dev' despite an edit distance of 7, which in this short string is still potentially confusing especially given the shared '-dev' suffix. The suspicious description 'security holding package' adds to the suspicion. Given the name similarity and lack of listed maintainers, this package appears to be an adversarial mimic intended to deceive users, and the naming also suggests it is a fork of the legitimate package. Risk level: High).",@formkit/dev
npm,pleasejs,@types,false_positive,"Possible typosquat of types Explanation: The package '@types/pleasejs' uses a common namespace '@types/' which is typically used for TypeScript type definitions. However, the legitimate package 'types' has no namespace and lacks README data, making it difficult to determine its purpose. The maintainers of '@types/pleasejs' are listed as ['types'], which is unusual and could indicate a potential typosquat. The description of '@types/pleasejs' is abnormal, further raising suspicion.",types
npm,dropdown-menu,@rescui,false_positive,Possible typosquat of @atlaskit/dropdown-menu,@atlaskit/dropdown-menu
npm,routers,,false_positive,"Possible `1-step D-L dist` typosquat of routes Explanation: The names differ by only one character (an extra 'r'), likely confusing users. Both packages target routing functionality in Node.js, making their purposes overlap rather than distinctly separate. The package 'routers' provides similar HTTP routing helpers to what users might expect from 'routes'. There is no fork indication or prominent known maintainer, and although documentation exists, the close name similarity and overlapping domain suggest a high risk of typosquatting for malicious intent. Risk level: High.",routes
npm,preview,@teambit,false_positive,Possible typosquat of @storybook/preview,@storybook/preview
npm,react-tabs,@mijn-ui,false_positive,Possible typosquat of @radix-ui/react-tabs,@radix-ui/react-tabs
npm,eslint-config-vue,@benewy,false_positive,Possible typosquat of @antfu/eslint-config-vue,@antfu/eslint-config-vue
npm,jsonrpc-serializer,,false_positive,Possible typosquat of jsonapi-serializer,jsonapi-serializer
npm,bithumb-main,,false_positive,"Possible typosquat of @matter/main Explanation: The package name 'bithumb-main' shares the '-main' suffix with the legitimate '@matter/main' and exhibits a pattern that could mislead users due the omission of the organizational scope and use of a similar suffix. Despite an edit distance of 8, the resemblance in structure, combined with the security holding package description, raises suspicions. There are no known maintainers, and the change in namespace from '@matter' to an unscoped name further supports potential adversarial intent. As such, the package appears to be a typosquat attempt rather than an obvious fork or a package with a distinct purpose. Risk level: High).",@matter/main
